City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
386,guaitarilla,1.14,-77.55,53.62,97,100,0.74,CO,1597893455
387,paslek,54.06,19.66,57.99,90,5,6.55,PL,1597893455
388,hambantota,6.12,81.12,82.4,88,100,12.75,LK,1597893456
389,itoman,26.12,127.67,91.4,66,75,11.41,JP,1597893361
390,dingle,11.0,122.67,79.74,84,99,2.82,PH,1597893456
391,boke,10.94,-14.3,74.82,95,99,3.74,GN,1597893456
392,saldanha,-33.01,17.94,44.6,81,61,4.52,ZA,1597893456
393,kiruna,67.86,20.23,39.2,93,68,4.7,SE,1597893456
394,sunrise manor,36.21,-115.07,105.8,12,1,9.17,US,1597893457
395,rio gallegos,-51.62,-69.22,42.8,81,54,28.86,AR,1597893457
396,kenora,49.82,-94.43,69.01,77,40,6.93,CA,1597893457
397,udachnyy,66.42,112.4,50.0,66,40,6.71,RU,1597893457
398,tessalit,20.2,1.01,85.98,44,79,8.23,ML,1597893458
399,khatra,22.98,86.85,77.83,92,100,19.73,IN,1597893458
400,melun,48.5,2.75,69.01,88,90,5.82,FR,1597893458
401,santa paula,34.35,-119.06,82.0,51,1,2.1,US,1597893225
402,san policarpo,12.18,125.51,84.29,70,99,3.51,PH,1597893458
403,oranjemund,-28.55,16.43,51.3,58,0,7.67,NA,1597893458
404,awbari,26.59,12.78,82.49,18,5,4.32,LY,1597893459
405,antalaha,-14.9,50.28,67.14,90,100,5.06,MG,1597893459
406,dawlatabad,36.41,64.91,76.35,17,0,1.3,AF,1597893459
407,klaksvik,62.23,-6.59,51.8,76,100,16.11,FO,1597893459
408,sayyan,15.17,44.32,64.2,60,86,2.95,YE,1597893459
409,vardo,70.37,31.11,50.0,93,100,9.17,NO,1597893460
410,saint george,37.1,-113.58,102.2,10,1,5.82,US,1597893263
411,todos santos,23.45,-110.22,82.99,70,100,11.99,MX,1597893460
412,baoding,38.85,115.49,77.23,61,100,8.21,CN,1597893460
413,maniitsoq,65.42,-52.9,47.55,71,0,7.7,GL,1597893460
414,mahemdavad,22.83,72.77,80.6,100,90,4.7,IN,1597893461
415,makhachkala,42.98,47.5,66.2,77,0,6.71,RU,1597893461
416,nanchong,30.8,106.08,78.67,68,79,4.65,CN,1597893461
417,adre,13.47,22.2,70.56,92,100,5.44,TD,1597893461
418,bethel,41.37,-73.41,64.4,88,90,3.74,US,1597893461
419,barrancas,10.96,-72.79,75.81,88,86,0.65,CO,1597893462
420,turukhansk,65.82,87.98,63.18,79,100,6.33,RU,1597893462
421,touros,-5.2,-35.46,71.6,94,94,4.7,BR,1597893462
422,deputatskiy,69.3,139.9,38.55,75,97,9.06,RU,1597893462
423,novonukutskiy,53.7,102.71,66.92,63,100,9.01,RU,1597893462
424,meulaboh,4.14,96.13,85.21,67,99,1.45,ID,1597893462
425,pekan,3.48,103.4,82.4,83,20,2.66,MY,1597893463
426,san patricio,19.22,-104.7,78.78,84,100,3.74,MX,1597893463
427,nelson bay,-32.72,152.15,64.0,42,0,28.86,AU,1597893463
428,fortuna,40.6,-124.16,63.0,86,1,3.65,US,1597893463
429,bodden town,19.28,-81.25,84.0,80,11,1.99,KY,1597893464
430,mount isa,-20.73,139.5,77.0,13,1,16.11,AU,1597893395
431,hasaki,35.73,140.83,99.0,63,20,9.17,JP,1597893464
432,jasper,37.2,-94.35,72.0,68,1,4.7,US,1597893464
433,mattawa,46.74,-119.9,82.99,34,1,11.54,US,1597893465
434,mandera,3.94,41.87,76.17,71,99,13.4,KE,1597893465
435,nizhniy odes,63.64,54.86,56.41,89,100,10.54,RU,1597893465
436,longyearbyen,78.22,15.64,42.8,70,75,14.99,SJ,1597893465
437,nouna,12.73,-3.87,75.4,87,18,6.64,BF,1597893465
438,mocuba,-16.84,36.99,65.66,96,2,2.68,MZ,1597893466
439,sanming,26.25,117.62,96.37,49,24,1.28,CN,1597893466
440,skerries,53.58,-6.11,60.01,67,40,21.92,IE,1597893466
441,baghdad,33.34,44.4,80.6,34,0,3.36,IQ,1597893269
442,candido mendes,-1.45,-45.72,74.97,90,84,4.32,BR,1597893466
443,leningradskiy,69.38,178.42,55.98,52,96,6.73,RU,1597893466
444,skibbereen,51.55,-9.27,57.2,93,75,19.46,IE,1597893467
445,petauke,-14.24,31.33,63.28,64,57,12.46,ZM,1597893467
446,de-kastri,51.47,140.78,68.2,41,0,16.2,RU,1597893467
447,kudahuvadhoo,2.67,72.89,82.26,63,94,1.99,MV,1597893467
448,kaeo,-35.1,173.78,68.0,58,0,8.99,NZ,1597893467
449,bosaso,11.28,49.18,88.86,48,63,24.54,SO,1597893467
450,taoudenni,22.68,-3.98,99.09,17,0,8.19,ML,1597893468
451,port hardy,50.7,-127.42,60.8,93,90,17.22,CA,1597893468
452,olafsvik,64.89,-23.71,48.79,77,12,6.82,IS,1597893468
453,nyurba,63.28,118.33,58.8,45,0,5.48,RU,1597893468
454,rorvik,64.86,11.24,54.73,86,93,14.29,NO,1597893468
455,zelenogradsk,54.96,20.48,64.0,93,40,8.95,RU,1597893468
456,mundo nuevo,18.7,-95.5,81.95,76,29,7.81,MX,1597893469
457,banda aceh,5.56,95.32,85.01,67,95,4.03,ID,1597893469
458,kungurtug,50.6,97.52,63.12,67,100,1.1,RU,1597893469
459,moindou,-21.69,165.68,78.8,54,0,10.29,NC,1597893469
460,porto seguro,-16.45,-39.06,71.6,83,40,4.7,BR,1597893469
461,jian,27.12,114.98,91.78,54,70,5.01,CN,1597893470
462,thinadhoo,0.53,72.93,83.44,63,69,3.24,MV,1597893470
463,fasa,28.94,53.65,71.6,49,5,4.7,IR,1597893470
464,kununurra,-15.77,128.73,93.2,13,21,10.29,AU,1597893470
465,cayenne,4.93,-52.33,75.2,100,9,11.43,GF,1597893470
466,ginir,7.13,40.7,57.06,98,58,8.14,ET,1597893470
467,znamenskoye,57.13,73.83,50.27,97,98,7.87,RU,1597893471
468,port lincoln,-34.73,135.87,57.13,60,27,22.7,AU,1597893471
469,teguise,29.06,-13.56,71.6,83,0,16.11,ES,1597893471
470,yerbogachen,61.28,108.01,69.96,37,17,10.2,RU,1597893471
471,alyangula,-13.85,136.42,84.2,62,3,9.17,AU,1597893471
472,beloha,-25.17,45.05,66.7,83,97,0.78,MG,1597893471
473,bilibino,68.05,166.44,46.4,87,100,1.34,RU,1597893471
474,uyemskiy,64.47,40.85,35.6,93,20,2.24,RU,1597893472
475,maturin,9.75,-63.18,74.95,93,59,4.81,VE,1597893472
476,magomeni,-6.8,39.25,71.6,88,20,3.29,TZ,1597893472
477,galle,6.04,80.22,82.11,78,97,11.23,LK,1597893472
478,vidim,56.41,103.11,61.59,79,100,8.95,RU,1597893473
479,karaton,-6.34,106.1,87.8,62,40,11.41,ID,1597893473
480,saint-leu,-21.15,55.28,69.01,64,90,4.7,RE,1597893473
481,clarence town,-32.58,151.78,64.0,42,2,28.86,AU,1597893473
482,husavik,66.04,-17.34,35.6,93,0,3.36,IS,1597893473
483,coquimbo,-29.95,-71.34,50.0,87,0,3.36,CL,1597893474
484,smirnykh,49.75,142.83,66.45,46,0,15.14,RU,1597893474
485,warmbad,-28.45,18.73,44.33,46,0,9.06,NA,1597893474
486,carballo,43.21,-8.69,60.8,87,81,5.82,ES,1597893474
487,coachella,33.68,-116.17,104.0,34,1,3.36,US,1597893474
488,bang mun nak,16.03,100.38,82.92,74,80,4.56,TH,1597893475
489,boa vista,2.82,-60.67,82.4,74,20,5.82,BR,1597893475
490,lisala,2.15,21.52,70.27,94,67,1.99,CD,1597893475
491,port moresby,-9.44,147.18,84.2,66,40,17.22,PG,1597893475
492,northam,51.03,-4.22,57.99,85,4,8.99,GB,1597893475
493,stara synyava,49.6,27.62,61.14,94,41,5.79,UA,1597893475
494,ekhabi,53.51,142.97,59.81,68,30,22.86,RU,1597893476
495,bambous virieux,-20.34,57.76,68.0,82,75,4.7,MU,1597893476
496,ossora,59.24,163.07,54.28,81,100,22.88,RU,1597893476
497,merauke,-8.47,140.33,81.59,63,28,13.22,ID,1597893476
498,gornyy,55.12,83.91,59.58,78,2,12.66,RU,1597893476
499,garissa,-0.45,39.64,72.27,83,43,12.82,KE,1597893477
500,kuryk,43.2,51.65,75.09,42,0,10.63,KZ,1597893477
501,lianran,24.92,102.48,72.0,93,90,4.47,CN,1597893477
502,mont-de-marsan,44.0,-0.67,68.0,77,0,3.6,FR,1597893477
503,malanje,-9.54,16.34,63.0,91,79,6.8,AO,1597893477
504,bundaberg,-24.85,152.35,73.4,32,28,12.75,AU,1597893477
505,tautira,-17.73,-149.15,75.2,88,75,5.82,PF,1597893478
506,samarai,-10.62,150.67,77.5,71,0,6.91,PG,1597893478
507,asosa,10.07,34.53,61.84,100,100,1.74,ET,1597893478
508,howard springs,-12.5,131.05,93.0,48,20,8.05,AU,1597893478
509,terrace,54.52,-128.6,55.4,93,90,14.99,CA,1597893478
510,sakhnovshchyna,49.15,35.87,70.23,50,98,5.66,UA,1597893478
511,stornoway,58.21,-6.39,61.0,87,99,14.99,GB,1597893479
512,saint marys,30.73,-81.55,75.2,81,1,6.96,US,1597893479
513,viransehir,37.24,39.76,75.38,23,0,0.78,TR,1597893479
514,wellington,-41.29,174.78,57.2,87,100,14.99,NZ,1597893194
515,sopo,4.91,-73.94,55.4,93,40,2.24,CO,1597893479
516,quartucciu,39.25,9.18,71.6,78,0,4.7,IT,1597893479
517,ambilobe,-13.2,49.05,63.01,82,73,4.16,MG,1597893479
518,chara,56.91,118.26,66.15,39,53,3.29,RU,1597893480
519,mahanje,-9.93,35.33,57.29,84,28,2.86,TZ,1597893480
520,dashitou,43.31,128.51,70.11,57,77,4.38,CN,1597893480
521,arlit,18.74,7.39,90.21,12,0,6.24,NE,1597893480
522,oistins,13.07,-59.53,82.4,83,20,13.87,BB,1597893401
523,shimanovsk,52.0,127.7,69.57,42,0,6.44,RU,1597893480
524,kathu,7.92,98.33,87.01,74,40,4.7,TH,1597893235
525,lianzhou,24.78,112.38,80.69,82,100,2.51,CN,1597893481
526,svirstroy,60.8,33.72,49.95,78,0,2.53,RU,1597893481
527,calvinia,-31.47,19.78,38.62,66,41,1.92,ZA,1597893481
528,manta,-0.95,-80.73,69.8,83,20,12.75,EC,1597893481
529,bubaque,11.28,-15.83,80.87,82,97,5.23,GW,1597893481
530,teya,60.38,92.63,63.79,79,23,5.82,RU,1597893481
531,garwa,24.18,83.82,78.98,87,51,10.6,IN,1597893482
532,ostrovnoy,68.05,39.51,50.54,71,75,13.44,RU,1597893482
533,cairns,-16.92,145.77,86.0,58,0,9.17,AU,1597893482
534,belyy yar,53.6,91.39,62.6,72,21,2.24,RU,1597893482
535,phalodi,27.13,72.37,87.39,68,96,10.74,IN,1597893482
536,rexburg,43.83,-111.79,75.2,38,1,8.05,US,1597893375
537,chor,25.52,69.77,87.94,67,63,14.03,PK,1597893482
538,aykhal,66.0,111.5,50.0,66,40,6.71,RU,1597893483
539,kautokeino,69.01,23.04,43.75,86,70,7.47,NO,1597893483
540,sisimiut,66.94,-53.67,48.38,74,0,6.44,GL,1597893483
541,santa maria,-29.68,-53.81,48.2,66,74,2.24,BR,1597893483
542,margate,51.38,1.39,69.01,86,97,5.01,GB,1597893483
543,trinitapoli,41.36,16.09,69.01,82,5,5.82,IT,1597893484
544,nerchinskiy zavod,51.31,119.61,63.81,56,0,10.83,RU,1597893484
545,mali,12.08,-12.3,58.41,100,100,2.01,GN,1597893484
546,auki,-8.77,160.7,83.97,74,84,3.2,SB,1597893484
547,adeje,28.12,-16.73,73.0,77,0,2.24,ES,1597893321
548,muros,42.78,-9.06,61.0,93,89,4.0,ES,1597893485
549,sistranda,63.73,8.83,55.4,100,75,3.36,NO,1597893485
550,tongchuan,35.08,109.09,69.46,82,97,5.59,CN,1597893485
551,gobabis,-22.45,18.97,32.85,68,0,7.65,NA,1597893485
552,vredendal,-31.67,18.5,45.05,77,73,2.82,ZA,1597893485
553,westport,41.14,-73.36,69.8,77,75,6.35,US,1597893450
554,sibu,2.3,111.82,78.8,88,40,3.36,MY,1597893486
555,tateyama,34.98,139.87,91.4,70,20,12.75,JP,1597893486
556,benicarlo,40.42,0.43,66.99,54,0,1.01,ES,1597893486
557,moree,-29.47,149.85,62.6,39,40,21.92,AU,1597893486
558,kayes,14.0,-11.0,75.56,87,100,5.59,ML,1597893486
559,puksoozero,62.59,40.61,42.96,80,5,1.92,RU,1597893486
560,yamnytsya,48.99,24.71,64.4,93,75,4.47,UA,1597893487
561,port hedland,-20.32,118.57,84.2,12,0,16.11,AU,1597893487
562,saint john,45.27,-66.07,61.0,93,75,2.24,CA,1597893214
563,dubbo,-32.25,148.62,55.4,71,40,17.22,AU,1597893487
564,qasigiannguit,68.82,-51.19,51.8,43,0,3.36,GL,1597893487
565,lompoc,34.64,-120.46,66.2,68,90,9.17,US,1597893374
566,eyl,7.98,49.82,77.86,75,38,15.3,SO,1597893488
567,yanji,42.91,129.51,71.28,54,94,4.27,CN,1597893488
568,haverfordwest,51.8,-4.97,69.01,77,0,35.57,GB,1597893488
569,buraydah,26.33,43.98,78.8,24,24,2.24,SA,1597893355
570,qui nhon,13.77,109.23,79.57,80,100,6.13,VN,1597893395
571,maragogi,-9.01,-35.22,72.72,83,99,4.32,BR,1597893488
572,tiznit,29.58,-9.5,65.32,66,0,0.76,MA,1597893488
